,tipo_de_contribuinte_1,fracao_ideal,area_do_terreno,area_construida,area_ocupada,valor_do_m2_do_terreno,valor_do_m2_de_construcao,ano_da_construcao_corrigido,quantidade_de_pavimentos,testada_para_calculo,tipo_de_uso_do_imovel,tipo_de_padrao_da_construcao,tipo_de_terreno,fator_de_obsolescencia,latitude,longitude,labels
929567,0.0,0.002,13406,83,4600,792.0,1607.0,2013,13,78.5,0,0,3,0.96,-23.586080300000003,-46.5351286,140
268491,1.0,0.0119,1019,152,855,2626.0,2139.0,2015,22,17.95,0,0,1,0.97,-23.5526616,-46.6407355,93
160446,0.0,0.005,1792,67,765,4432.0,3092.0,2000,22,45.25,3,2,1,0.83,-23.6045147,-46.665285600000004,34
771577,0.0,0.0833,781,288,700,941.0,1607.0,2002,13,42.37,0,0,2,0.85,-23.484942,-46.6754751,123
227306,0.0,0.0045,1688,56,1330,4224.0,2139.0,2010,16,41.5,0,0,2,0.93,-23.5938006,-46.673684,42
543222,0.0,0.0098,2753,160,850,3061.0,2139.0,1973,21,44.4,0,0,1,0.46,-23.597901,-46.648609,84
473871,0.0,0.0445,3177,701,2074,2223.0,2658.0,1997,23,98.01,0,3,2,0.8,-23.5703455,-46.590642200000005,123
232540,1.0,0.007,899,62,899,9782.0,2139.0,1967,14,22.9,0,0,2,0.35,-23.5414691,-46.63292020000001,16
866263,0.0,0.0006,6600,31,3909,1383.0,1607.0,2003,19,49.1,1,0,1,0.86,-23.6638829,-46.691435399999996,121
435974,1.0,0.0197,1346,96,946,1483.0,2139.0,2011,9,29.5,0,0,2,0.94,-23.531685999999997,-46.705281,94
491742,0.0,0.0541,810,348,720,2782.0,2497.0,1992,23,30.0,0,1,1,0.74,-23.5691458,-46.6319721,48
353849,0.0,0.1165,240,81,150,3145.0,2139.0,1955,3,8.0,0,0,1,0.2,-23.5364388,-46.685942700000005,129
256612,1.0,0.002,964,43,960,5230.0,2139.0,1962,22,26.16,0,0,1,0.26,-23.543458899999997,-46.6395949,31
618883,1.0,0.0208,2134,49,587,646.0,1285.0,2002,4,34.96,0,4,1,0.76,-23.5943706,-46.5813706,2
229685,1.0,0.0151,954,44,882,5119.0,1631.0,1959,6,23.6,0,4,1,0.2,-23.5361906,-46.632258799999995,52
623857,1.0,0.0104,3443,48,1146,661.0,1285.0,2002,4,22.58,0,4,1,0.76,-23.593364899999997,-46.583011600000006,2
683043,1.0,0.0095,3989,210,1778,1186.0,1854.0,2017,28,107.98,0,1,1,0.99,-23.533446899999998,-46.56911470000001,46
316882,0.0,0.0075,776,37,259,5691.0,2139.0,1983,12,38.0,0,0,3,0.62,-23.564605899999997,-46.6489885,109
383308,0.0,0.0258,1197,262,1072,5143.0,2139.0,1991,17,26.3,0,0,1,0.73,-23.533268399999997,-46.658203799999995,66
80040,1.0,0.0125,2400,219,488,4487.0,2497.0,1987,21,40.0,0,1,3,0.67,-23.609758,-46.6607286,20
582704,1.0,0.0083,1137,64,252,1815.0,2139.0,1985,15,29.85,0,0,1,0.64,-23.618514,-46.638441,31
970075,0.0,0.0313,1923,49,324,607.0,703.0,1980,5,26.17,0,12,3,0.23,-23.5452935,-46.4845727,17
1090777,1.0,0.0166,2059,40,506,170.0,703.0,1980,5,37.97,0,12,3,0.23,-23.555792999999998,-46.4362082,142
440797,0.0,0.0041,3470,69,922,1122.0,1607.0,2016,20,31.25,0,0,1,0.98,-23.537315300000003,-46.6046385,78
73006,0.0,0.0117,1201,104,960,4590.0,2139.0,1992,16,40.02,0,0,3,0.74,-23.6021405,-46.6735832,109
1150900,0.0,0.0332,312,47,148,1377.0,1607.0,1964,5,30.0,0,0,3,0.3,-23.510500399999998,-46.659273299999995,75
505887,0.0,0.019,1250,133,400,4863.0,2139.0,1974,11,25.0,0,0,1,0.48,-23.569333800000003,-46.6419625,84
327209,0.0,0.0178,1550,180,800,4981.0,2139.0,1970,15,24.35,0,0,1,0.41,-23.551458399999998,-46.653960600000005,84
640608,0.0,0.0059,3660,110,850,2987.0,2139.0,1981,17,73.2,0,0,2,0.59,-23.547818799999998,-46.5670051,42
973439,1.0,0.0313,2068,49,324,604.0,703.0,1980,5,59.54,0,12,3,0.23,-23.546536899999996,-46.480681700000005,142
246714,0.0,0.0085,522,34,500,4735.0,2139.0,1964,10,13.2,0,0,1,0.3,-23.5544936,-46.639044899999995,84
766300,1.0,0.003,8766,88,3529,767.0,1607.0,2009,19,0.0,0,0,3,0.92,-23.490573100000002,-46.6536021,81
703060,1.0,0.025,840,111,531,1627.0,1607.0,2013,12,14.0,0,0,1,0.96,-23.494962899999997,-46.610603000000005,93
851852,0.0,0.001,2143,27,1773,1214.0,1607.0,2014,26,39.93,1,0,1,0.96,-23.6426842,-46.67051970000001,131
656890,0.0,0.0577,808,105,301,1915.0,1607.0,1979,5,0.0,0,0,3,0.56,-23.565212399999997,-46.5439394,75
344674,1.0,0.0038,2150,72,551,4999.0,3092.0,2001,26,0.0,3,2,3,0.84,-23.560256,-46.655966,67
525896,0.0,0.0156,4696,301,2500,3289.0,2497.0,2005,18,0.0,0,1,3,0.88,-23.5942873,-46.6277739,98
199189,1.0,0.0085,1172,77,600,3130.0,2139.0,1973,14,20.0,0,0,1,0.46,-23.5799253,-46.6428414,31
260047,1.0,0.002,4958,91,3340,3575.0,2497.0,2014,28,51.26,0,1,3,0.96,-23.5496953,-46.64376,136
829715,0.0,0.0008,3690,27,2885,1869.0,2497.0,2010,27,143.3,1,1,2,0.93,-23.6263111,-46.6747968,36
233132,0.0,0.0454,198,76,198,4888.0,2139.0,1970,11,10.55,0,0,1,0.41,-23.5430699,-46.6370896,133
824915,0.0,0.0027,2763,75,1702,1854.0,2139.0,2015,16,136.34,0,0,2,0.97,-23.626323100000004,-46.7009275,42
851074,0.0,0.002,2676,17,2210,1710.0,1607.0,1993,23,45.36,1,0,3,0.75,-23.634723899999997,-46.6610564,36
935212,0.0,0.0064,5417,103,808,708.0,1607.0,1983,14,232.7,0,0,2,0.62,-23.6306984,-46.591646999999995,42
729897,0.0,0.0108,10068,399,2760,1180.0,1607.0,2013,5,124.4,0,0,2,0.96,-23.467096100000003,-46.632071999999994,95
1167809,0.0,0.0186,958,136,893,1284.0,1607.0,1994,14,20.0,0,0,1,0.76,-23.640736399999998,-46.6408595,78
943498,1.0,0.0116,2578,114,1690,670.0,1607.0,1993,12,14.0,0,0,1,0.75,-23.652774700000002,-46.7408126,93
1004786,0.0,0.0028,16947,117,2056,863.0,1607.0,1989,8,139.0,0,0,1,0.7,-23.5822234,-46.7458391,104
693430,0.0,0.0143,2638,103,564,872.0,1607.0,2001,9,0.0,0,0,3,0.84,-23.5031557,-46.5945293,140
77473,0.0,0.0096,1736,102,1366,4396.0,2139.0,1984,27,74.05,0,0,2,0.63,-23.607163600000003,-46.6586347,42
635482,0.0,0.0179,1266,171,1266,2940.0,2139.0,2002,15,17.9,0,0,1,0.85,-23.540878600000003,-46.5673089,66
884617,1.0,0.0027,20504,238,14996,944.0,1854.0,2016,25,314.9,0,1,3,0.98,-23.515726,-46.713367299999994,73
694758,0.0,0.1211,660,306,250,869.0,1607.0,1996,6,16.5,0,0,1,0.79,-23.506313199999997,-46.573222200000004,146
633535,0.0,0.0379,734,86,367,1184.0,1607.0,1983,5,20.0,0,0,1,0.62,-23.5757704,-46.551375,10
169840,0.0,0.01,2831,232,2200,2698.0,2139.0,2007,27,0.0,0,0,3,0.9,-23.6081766,-46.6904743,98
652740,0.0,0.0135,1000,98,430,1663.0,1607.0,1985,14,20.0,0,0,1,0.64,-23.552732100000004,-46.54148789999999,10
317689,0.0,0.0086,1472,108,1203,5544.0,2139.0,2010,14,22.43,0,0,1,0.93,-23.5636917,-46.6481682,66
859099,0.0,0.0212,2000,49,660,990.0,1285.0,1976,4,40.0,0,4,1,0.2,-23.6535594,-46.656220399999995,129
154476,1.0,0.0002,13325,25,10322,25718.0,2584.0,1957,29,0.0,4,5,3,0.2,-23.5587292,-46.6599614,40
175087,0.0,0.0046,5206,190,4581,3151.0,2497.0,1996,22,64.17,0,1,3,0.79,-23.6129193,-46.6828615,98
408912,0.0,0.0238,1852,350,594,3195.0,3092.0,1992,15,38.0,0,2,1,0.74,-23.536413,-46.680134,69
752852,0.0,0.0179,1000,104,908,2684.0,2139.0,1998,15,20.0,0,0,1,0.81,-23.500048,-46.6298508,66
207056,0.0,0.0104,2393,136,561,2895.0,2497.0,2014,26,47.85,0,1,1,0.96,-23.5856422,-46.6384398,48
815208,0.0,0.0261,525,97,400,3792.0,2139.0,1972,12,15.0,0,0,1,0.44,-23.567137,-46.6959428,133
964159,1.0,0.0033,11827,77,870,418.0,1224.0,2014,19,167.0,0,0,2,0.96,-23.5131176,-46.425236600000005,122
368800,0.0,0.0209,401,102,359,1494.0,1607.0,1975,11,31.3,0,0,3,0.49,-23.5272781,-46.631609399999995,140
284820,0.0,0.0051,2422,165,2422,2732.0,2139.0,1956,18,0.0,0,0,3,0.2,-23.5377237,-46.6480184,23
418270,0.0,0.0115,1219,80,1010,3074.0,2139.0,2007,18,41.75,0,0,2,0.9,-23.5324037,-46.680288299999994,120
843662,0.0,0.002,1884,21,1182,2220.0,1854.0,1991,14,13.0,1,1,1,0.73,-23.6285881,-46.6880969,131
368358,1.0,0.0677,382,100,120,1069.0,1607.0,1970,4,11.15,0,0,1,0.41,-23.527178399999997,-46.6363316,30
729684,0.0,0.0148,1956,117,1281,931.0,1607.0,2013,13,40.0,0,0,1,0.96,-23.4726009,-46.640193100000005,128
905155,0.0,0.0037,9921,111,6614,757.0,1607.0,2012,9,0.0,0,0,3,0.95,-23.497949399999996,-46.7043825,12
986563,1.0,0.0042,5874,71,1416,263.0,1224.0,2010,14,60.0,0,0,1,0.93,-23.604568899999997,-46.4707845,93
508274,0.0,0.0134,1200,132,1200,3617.0,2139.0,2002,22,24.0,0,0,1,0.85,-23.5704033,-46.635530200000005,66
705810,0.0,0.0142,1287,102,448,1371.0,1607.0,1982,16,46.0,0,0,2,0.6,-23.5017622,-46.601633,42
1091873,1.0,0.0033,13552,54,3049,179.0,927.0,2005,5,127.61,0,4,3,0.81,-23.5476744,-46.4339687,35
136440,0.0,0.0284,855,153,560,4625.0,2139.0,1956,10,24.0,0,0,1,0.2,-23.568213399999998,-46.688163700000004,133
1086620,1.0,0.0093,8421,52,2080,47.0,703.0,2000,5,44.0,0,12,1,0.72,-23.4458746,-46.7009406,77
656487,0.0,0.0004,6172,26,4938,1927.0,1607.0,1998,21,206.84,1,0,2,0.81,-23.565514,-46.543552000000005,74
522689,0.0,0.0232,515,91,412,2116.0,2139.0,1974,14,24.0,0,0,3,0.48,-23.586723199999998,-46.626853000000004,109
1088152,0.0,0.0015,34129,53,8480,47.0,927.0,2000,5,0.0,0,4,3,0.72,-23.4391028,-46.583501500000004,72
606268,0.0,0.001,41145,92,23713,1008.0,1607.0,1982,14,136.7,0,0,3,0.6,-23.6269662,-46.604183899999995,135
328286,0.0,0.0024,4162,98,2775,4981.0,2139.0,2013,21,77.41,0,0,2,0.96,-23.5520517,-46.654729700000004,141
624103,1.0,0.0208,1421,48,573,775.0,1285.0,2002,4,50.37,0,4,1,0.76,-23.593296,-46.5835058,2
79309,0.0,0.0146,1000,83,416,4294.0,2139.0,1977,15,20.0,0,0,1,0.52,-23.608931899999998,-46.660416399999995,133
712059,0.0,0.0089,2031,99,880,1654.0,2139.0,1973,14,40.4,0,0,1,0.46,-23.486755,-46.6171698,100
384039,0.0,0.0475,800,231,620,5084.0,2139.0,2015,14,20.0,0,0,1,0.97,-23.533728,-46.6582685,66
574962,0.0,0.0158,1022,106,921,1834.0,2139.0,1991,14,20.0,0,0,1,0.73,-23.6158173,-46.6224664,66
548192,0.0,0.1111,838,407,761,3189.0,2497.0,1999,11,18.2,0,1,1,0.82,-23.600671,-46.6413034,146
946138,1.0,0.0132,2685,185,1800,1129.0,1607.0,2012,9,105.0,0,0,2,0.95,-23.6020357,-46.7324068,94
728938,1.0,0.0023,2245,16,1575,1346.0,1607.0,1994,13,42.0,1,0,3,0.76,-23.475997399999997,-46.6208384,115
1082182,1.0,0.0312,1053,49,386,286.0,703.0,1992,4,54.12,0,12,2,0.55,-23.600774899999998,-46.7857065,130
330405,1.0,0.0035,2277,74,1104,3655.0,2139.0,2012,27,27.92,0,0,1,0.95,-23.553818,-46.65028,31
358233,0.0,0.0156,1301,171,1165,3030.0,2139.0,1997,17,24.0,0,0,1,0.8,-23.5374725,-46.681902,66
565014,0.0,0.0039,850,35,280,1933.0,2139.0,1981,12,20.0,1,0,1,0.59,-23.607671300000003,-46.6388575,53
1082042,0.0,0.0312,1427,49,386,277.0,703.0,1992,4,29.65,0,12,3,0.55,-23.6011179,-46.7859224,54
210267,0.0,0.0127,1820,134,1000,2884.0,2139.0,1974,11,79.46,0,0,2,0.48,-23.591925500000002,-46.6411855,42
767490,0.0,0.0157,2518,125,378,990.0,1607.0,1988,17,93.0,0,0,2,0.69,-23.4985215,-46.6758348,42
644238,0.0,0.0242,2000,401,1763,2717.0,2497.0,1997,17,40.0,0,1,1,0.8,-23.554841600000003,-46.5681708,48
42205,0.0,0.0349,1050,147,400,5240.0,2497.0,1974,12,21.0,0,1,1,0.48,-23.582488100000003,-46.6733786,48
796308,0.0,0.0217,1000,108,727,2894.0,2139.0,2014,9,20.0,0,0,1,0.96,-23.5542416,-46.691904799999996,66
23636,0.0,0.0268,1446,287,741,8291.0,2497.0,1976,17,21.5,0,1,1,0.51,-23.569650399999997,-46.6579139,9
355991,0.0,0.0008,2800,20,414,2427.0,2139.0,1998,29,60.0,1,0,2,0.81,-23.542822199999996,-46.68779910000001,36
192304,0.0,0.0033,2000,38,350,2780.0,2497.0,1983,15,40.0,1,1,1,0.62,-23.626665600000003,-46.6712169,131
413775,0.0,0.0032,17483,187,2994,1906.0,2497.0,2008,24,184.92,0,1,2,0.91,-23.5229364,-46.6836592,80
1144335,0.0,0.0055,6198,71,2057,866.0,1607.0,1975,5,60.0,0,0,1,0.49,-23.508052,-46.6081759,128
1000319,0.0,0.0095,3174,100,749,353.0,1224.0,2000,14,92.5,0,0,3,0.83,-23.658558600000003,-46.6153598,140
564576,0.0,0.0012,1208,16,282,2185.0,2139.0,1984,18,40.0,1,0,2,0.63,-23.6062771,-46.642143700000005,53
99641,0.0,0.0214,825,156,281,5932.0,2139.0,1977,17,27.5,0,0,1,0.52,-23.549197500000002,-46.6588336,84
945443,1.0,0.0156,1651,97,1056,1255.0,1607.0,2001,9,68.2,0,0,3,0.84,-23.601999600000003,-46.7415658,38
165244,0.0,0.0041,2750,105,2380,4045.0,2584.0,2000,24,100.0,3,5,2,0.83,-23.6016437,-46.694219200000006,34
1141932,0.0,0.0005,8379,31,800,2122.0,2658.0,2002,28,0.0,1,3,3,0.85,-23.629926,-46.721499,101
479115,1.0,0.0055,1748,77,1000,1721.0,2139.0,1974,15,38.6,0,0,1,0.48,-23.5647717,-46.638649900000004,31
749388,0.0,0.0067,5631,183,470,1658.0,2139.0,1985,16,85.32,0,0,1,0.64,-23.497449800000002,-46.6318641,4
104477,0.0,0.0714,663,338,663,6652.0,3092.0,1998,15,15.0,0,2,1,0.81,-23.546063500000002,-46.656617100000005,69
94895,0.0,0.0117,1738,137,800,7179.0,2139.0,1963,16,29.69,0,0,3,0.28,-23.5531288,-46.661841100000004,109
178002,0.0,0.0172,1369,183,411,3151.0,2497.0,1989,18,26.5,0,1,1,0.7,-23.6168015,-46.6815814,48
315197,0.0,0.0078,1127,71,950,4340.0,2139.0,1970,17,22.7,0,0,1,0.41,-23.5601007,-46.643550899999994,84
618089,0.0,0.0397,660,79,328,998.0,1285.0,1982,5,20.0,0,4,1,0.29,-23.595145499999997,-46.557242200000005,129
509839,1.0,0.0087,2260,91,1323,2767.0,2139.0,2014,15,56.42,0,0,2,0.96,-23.574703,-46.636924,94
173121,1.0,0.0125,1250,79,400,2914.0,2139.0,1979,11,25.0,0,0,1,0.56,-23.6140741,-46.6800764,31
100643,0.0,0.0141,1550,156,900,5166.0,2139.0,1970,19,25.0,0,0,3,0.41,-23.5477854,-46.6541004,109
282802,0.0,0.0252,426,76,350,4202.0,2139.0,1958,11,11.55,0,0,1,0.2,-23.5404851,-46.653618200000004,139
670706,0.0,0.0067,2500,125,2500,790.0,1607.0,2014,19,50.0,0,0,1,0.96,-23.52233,-46.5279547,78
32726,0.0,0.0338,403,94,100,8204.0,2139.0,1970,8,30.0,0,0,3,0.41,-23.5657337,-46.6553136,109
692036,1.0,0.0094,2400,153,2028,685.0,1854.0,2011,20,40.0,0,1,3,0.94,-23.517426500000003,-46.589986200000006,38
147436,0.0,0.0079,3480,172,2374,4113.0,2139.0,2007,28,58.0,0,0,1,0.9,-23.553197,-46.6755822,100
569917,0.0,0.0018,983,15,285,2061.0,2139.0,1991,11,20.0,1,0,1,0.73,-23.607001999999998,-46.620870000000004,53
696221,1.0,0.0025,9652,83,2465,583.0,1607.0,2017,15,189.56,0,0,2,0.99,-23.4777783,-46.5734555,94
29369,0.0,0.0667,804,387,387,8141.0,3092.0,1972,16,23.3,0,2,3,0.44,-23.5687172,-46.6649795,147
1025626,1.0,0.0034,7588,88,1324,435.0,927.0,2014,15,88.44,0,4,2,0.94,-23.6234296,-46.7493635,14
1025644,1.0,0.0034,7588,88,1324,435.0,927.0,2014,15,88.44,0,4,2,0.94,-23.6234296,-46.7493635,14
165876,0.0,0.0076,1120,68,1040,4340.0,2497.0,2002,12,40.0,3,1,1,0.85,-23.6033372,-46.6936662,34
580498,0.0,0.011,1750,159,1471,1897.0,2139.0,1996,24,35.0,0,0,1,0.79,-23.6155742,-46.6355773,66
388987,0.0,0.0165,520,50,220,4925.0,2139.0,1970,14,13.0,0,0,1,0.41,-23.535535100000004,-46.659099100000006,84
831689,0.0,0.0026,3645,81,2854,1575.0,1607.0,2014,27,74.2,0,0,3,0.96,-23.6465432,-46.703921,140
1123469,1.0,0.0167,3448,50,595,47.0,703.0,1996,5,55.85,0,12,1,0.64,-23.583567600000002,-46.3904926,6
339944,0.0,0.0102,1328,88,700,4358.0,2139.0,1970,16,25.65,0,0,1,0.41,-23.556319000000002,-46.652826,84
1109066,0.0,0.0208,2336,49,588,69.0,703.0,1990,4,60.7,0,12,3,0.5,-23.5738647,-46.398620799999996,119
444097,1.0,0.0077,2305,59,468,1055.0,1285.0,2004,18,35.89,0,4,1,0.79,-23.545963399999998,-46.5950307,2
600229,0.0,0.0008,3821,30,2907,2334.0,1854.0,1993,23,81.5,1,1,2,0.75,-23.6247163,-46.620854200000004,36
66267,0.0,0.0085,583,25,250,2421.0,2139.0,1975,13,23.0,1,0,1,0.49,-23.600047500000002,-46.6736643,53
483853,0.0,0.0096,1090,84,996,1936.0,2139.0,2002,15,21.8,0,0,3,0.85,-23.567725,-46.6377989,109
912468,1.0,0.0058,2536,100,2164,719.0,1607.0,2003,19,63.0,0,0,1,0.86,-23.512178600000002,-46.509611299999996,93
258639,0.0,0.002,2757,42,2500,4057.0,2139.0,1958,13,33.6,1,0,1,0.2,-23.548366100000003,-46.645164,29
505396,0.0,0.0109,1349,105,900,4872.0,2139.0,1972,13,35.85,0,0,1,0.44,-23.568368600000003,-46.6428989,84
918058,1.0,0.0048,3983,61,1698,694.0,1607.0,2009,16,58.81,0,0,1,0.92,-23.5425152,-46.5104562,93
778714,1.0,0.0061,3168,61,480,722.0,1607.0,2016,19,60.88,0,0,1,0.98,-23.500099300000002,-46.7246743,93
648936,1.0,0.0284,1140,326,925,2725.0,3092.0,2013,18,45.8,0,2,1,0.96,-23.554189800000003,-46.5636844,50
201103,0.0,0.0111,1800,150,458,3383.0,2139.0,1977,23,10.0,0,0,1,0.52,-23.5824028,-46.642832,84
252128,0.0,0.0048,998,43,900,1898.0,2139.0,1960,15,0.0,0,0,3,0.22,-23.554039399999997,-46.6301893,109
728896,0.0,0.0023,2245,16,1575,1346.0,1607.0,1994,13,42.0,1,0,3,0.76,-23.475997399999997,-46.6208384,0
203119,1.0,0.0546,2000,497,1224,2767.0,3092.0,2006,10,40.0,0,2,2,0.89,-23.586981100000003,-46.6472505,39
882938,0.0,0.0006,2131,4,528,1789.0,1607.0,1986,11,68.89,1,0,3,0.66,-23.5364516,-46.7259631,101
641502,0.0,0.0416,1300,290,1178,3080.0,2497.0,2000,14,26.0,0,1,1,0.83,-23.5478897,-46.5564944,48
35676,0.0,0.0025,1657,27,1334,6122.0,2584.0,2004,21,54.0,3,5,1,0.88,-23.571057500000002,-46.6626655,34
292023,0.0,0.0166,545,70,400,3960.0,2139.0,1970,10,32.65,0,0,3,0.41,-23.545513800000002,-46.6463412,109
520123,0.0,0.0005,7759,25,5938,2416.0,2139.0,2009,20,177.73,1,0,1,0.92,-23.588123,-46.629682,36
73559,0.0,0.0076,1850,87,1640,4502.0,2139.0,1984,19,37.0,0,0,1,0.63,-23.6038932,-46.674034899999995,100
510523,0.0,0.0479,1281,466,1183,3739.0,3092.0,1991,22,22.72,0,2,1,0.73,-23.572665100000002,-46.6337194,69
1147571,1.0,0.0044,5840,124,1715,894.0,1607.0,2016,17,0.0,0,0,3,0.98,-23.4710115,-46.6507983,38
159052,0.0,0.0049,1737,67,1737,6274.0,4106.0,2000,18,27.3,3,7,1,0.83,-23.582874899999997,-46.6824871,34
1132887,1.0,0.0167,2658,47,564,72.0,703.0,1998,5,0.0,0,12,3,0.68,-23.6003455,-46.401892,43
709519,1.0,0.0159,1900,149,1900,936.0,1607.0,2014,9,54.0,0,0,1,0.96,-23.4928545,-46.6053931,93
544337,0.0,0.0071,1867,96,551,3383.0,2139.0,1983,17,29.91,0,0,1,0.62,-23.5983982,-46.6421498,84
1160440,0.0,0.0108,1450,121,1134,1853.0,2139.0,1997,23,46.75,0,0,1,0.8,-23.6104407,-46.6345374,100
586010,0.0,0.0147,977,100,864,2291.0,2139.0,2004,18,22.72,0,0,1,0.88,-23.6199984,-46.6404718,66
601515,0.0,0.0032,10240,90,2160,1244.0,1607.0,1982,14,95.8,0,0,3,0.6,-23.6349883,-46.61882070000001,140
77521,0.0,0.0324,987,212,398,4396.0,2497.0,1988,17,0.0,0,1,3,0.69,-23.6073637,-46.6583578,109
363485,0.0,0.0057,1248,49,654,3165.0,2139.0,1969,16,22.0,0,0,3,0.39,-23.5448712,-46.6927129,109
903944,1.0,0.0156,2030,167,1251,642.0,1607.0,2014,9,59.85,0,0,2,0.96,-23.4920504,-46.707642,94
868047,0.0,0.001,40430,144,8122,1303.0,1607.0,1982,9,330.3,0,0,2,0.6,-23.6635032,-46.6884871,86
196954,0.0,0.0177,1613,127,450,3080.0,2139.0,1975,14,32.25,0,0,1,0.49,-23.578650500000002,-46.644472,84
710206,0.0,0.0026,4426,107,1035,1475.0,1607.0,1992,27,194.9,0,0,2,0.74,-23.488152300000003,-46.607782,95
1100970,1.0,0.0071,4874,47,1462,230.0,927.0,2005,5,0.0,0,4,3,0.81,-23.542994600000004,-46.4393047,35
26355,0.0,0.029,1057,207,935,8254.0,2497.0,1999,16,38.2,0,1,2,0.82,-23.5623495,-46.6675162,88
1140593,0.0,0.0018,2254,29,1999,1733.0,1854.0,1996,17,50.0,1,1,1,0.79,-23.636731,-46.73457,131
530562,0.0,0.0098,7171,323,6372,1871.0,2497.0,1991,18,0.0,0,1,3,0.73,-23.582233300000002,-46.607716700000005,98
357610,0.0,0.0288,2158,390,1743,2248.0,3092.0,2011,19,43.8,0,2,1,0.94,-23.5409874,-46.6849838,69
947668,0.0,0.0179,2841,154,400,1298.0,1607.0,1983,15,0.0,0,0,3,0.62,-23.5986963,-46.7307425,140
22750,0.0,0.0026,2072,41,1781,8165.0,3092.0,1990,18,34.76,1,2,3,0.71,-23.5711767,-46.6598617,70
274482,0.0,0.0204,235,47,202,2406.0,2139.0,1952,9,10.0,0,0,3,0.2,-23.5529455,-46.6469508,109
970513,0.0,0.0228,1248,48,422,644.0,703.0,1979,5,36.19,0,12,1,0.2,-23.548409699999997,-46.4845269,105
257298,0.0,0.0043,600,38,550,3262.0,1631.0,1971,21,32.6,1,4,3,0.2,-23.5481264,-46.646007700000006,117
629941,0.0,0.0113,1750,150,1610,1395.0,1607.0,2006,23,28.0,0,0,1,0.89,-23.567385,-46.583165,78
694257,0.0,0.0056,4874,82,2000,869.0,1607.0,2005,15,117.0,0,0,1,0.88,-23.5058329,-46.578634,28
147658,0.0,0.0101,3440,204,2925,4053.0,2497.0,2010,25,60.0,0,1,3,0.93,-23.552216899999998,-46.6769493,98
333496,0.0,0.009,1256,90,906,5225.0,2497.0,2016,17,49.7,0,1,2,0.98,-23.5533992,-46.6577554,120
492918,0.0,0.0417,1900,122,420,2724.0,2139.0,1970,7,29.0,0,0,3,0.41,-23.572353,-46.6298405,109
237782,1.0,0.0019,4861,77,3545,1609.0,2139.0,2015,23,51.14,0,0,3,0.97,-23.546960199999997,-46.6197857,38
1141626,0.0,0.0006,65796,99,50000,1556.0,1607.0,1980,4,99.49,0,0,1,0.57,-23.639039999999998,-46.735637,15
221980,0.0,0.0182,600,89,600,4041.0,2139.0,2002,15,20.0,0,0,1,0.85,-23.6020652,-46.674738299999994,66
652702,1.0,0.0048,3500,102,2603,1668.0,1607.0,1996,22,70.0,0,0,3,0.79,-23.5526007,-46.5435078,115
554679,0.0,0.0048,5395,180,4192,1921.0,1854.0,2003,27,0.0,0,1,3,0.86,-23.5947218,-46.612306,98
653357,1.0,0.0089,4947,216,3328,1572.0,1854.0,2017,28,95.0,0,1,3,0.99,-23.555101399999998,-46.541923,38
722540,0.0,0.0157,1669,90,552,1644.0,1607.0,1985,9,55.58,0,0,1,0.64,-23.4829812,-46.6307391,128
723486,0.0,0.0118,1601,118,764,1572.0,1607.0,1977,14,43.3,0,0,2,0.52,-23.486520600000002,-46.6209244,42
496872,0.0,0.017,526,61,526,1741.0,2139.0,1970,12,13.1,0,0,1,0.41,-23.5715555,-46.62813320000001,84
878281,0.0,0.0053,7654,86,1374,707.0,1607.0,1982,14,0.0,0,0,3,0.6,-23.670655800000002,-46.7210604,140
370627,0.0,0.005,4250,104,1100,1528.0,1607.0,1974,13,50.0,0,0,1,0.48,-23.524611,-46.6498544,128
525249,0.0,0.0371,3709,691,2213,2950.0,3599.0,2005,29,0.0,0,3,3,0.88,-23.5922222,-46.6277778,88
750304,1.0,0.0104,1618,130,1252,1755.0,2139.0,2014,26,67.87,0,0,1,0.96,-23.497661899999997,-46.627806,93
98965,0.0,0.0048,1350,41,500,7769.0,2497.0,1975,18,45.0,1,1,3,0.49,-23.542301100000003,-46.6590502,70
821923,0.0,0.0074,2663,148,2300,2169.0,2139.0,2013,23,149.0,0,0,2,0.96,-23.6176824,-46.6949631,42
819605,0.0,0.0022,4269,46,500,2001.0,2139.0,1980,18,40.4,1,0,2,0.57,-23.6291004,-46.689547600000004,101
844947,1.0,0.0009,3898,23,3031,1485.0,1607.0,1993,16,100.0,1,0,1,0.75,-23.6579987,-46.695764700000005,121
321116,1.0,0.0192,735,92,613,4680.0,2139.0,2012,15,15.0,0,0,1,0.95,-23.5634049,-46.6432286,31
192116,0.0,0.0325,1710,211,298,2833.0,2497.0,1989,14,47.0,0,1,2,0.7,-23.625385,-46.6696492,88
1123751,0.0,0.0167,1295,39,464,47.0,703.0,1996,5,0.0,0,12,3,0.64,-23.598369100000003,-46.3986885,119
1144474,0.0,0.0105,3305,105,542,866.0,1607.0,1984,13,21.7,0,0,1,0.63,-23.5089298,-46.608360600000005,128
1143508,0.0,0.0041,7480,96,1572,661.0,1607.0,2005,15,68.0,0,0,1,0.88,-23.574638699999998,-46.5304737,28
4974,0.0,0.0014,2001,34,383,7949.0,2497.0,1976,22,41.05,1,1,1,0.51,-23.5691108,-46.652426299999995,29
